metodo;comuna;sexo;edad;educacion;paso_sufragara;caba_paso_votaria;caba_paso_votaria_lousteau;paso_votaria;P9;P10;P11;P12;P13;P14;P15;P16;pon2
CATI;Comuna 06;Femenino;30-49;Nivel Secundario, ya sea completo o incompleto;Algo negativa;Algo negativa;Algo negativa;Algo negativa;Algo negativa;Nunca lo votaría;Nunca lo votaría;Ramiro Marra de La Libertad Avanza;No, no haría eso;Javier Milei y Victoria Villarruel de La Libertad Avanza;Algo probable;María Eugenia Vidal de Juntos por el Cambio;1.08684
CATI;Comuna 06;Masculino;Más de 50;Nivel Primario, ya sea completo o incompleto;Algo negativa;Algo positiva;Algo positiva;Algo negativa;Muy Positiva;Nunca lo votaría;Nunca lo votaría;Leandro Santoro del Frente de Todos/ Unión por la Patria;Si, haría eso para evitar que Jorge Macri sea electo;Sergio Massa y Agustín Rossi del Frente de Todos/Unión por la Patria;Algo probable;Leandro Santoro del Frente de Todos;2.04862
CATI;Comuna 07;Masculino;30-49;Nivel Universitario o Terciario, ya sea completo o incompleto;Muy Negativa;Algo negativa;Algo positiva;Algo positiva;Algo negativa;Nunca lo votaría;Nunca lo votaría;Jorge Adaro del Frente de Izquierda;Si, haría eso para evitar que Jorge Macri sea electo;Gabriel Solano y Vilma Ripoll del Frente de Izquierda Unidad;Algo probable;Luis Zamora de Autodeterminación y Libertad;0.84871
CATI;Comuna 07;Masculino;30-49;Nivel Universitario o Terciario, ya sea completo o incompleto;Algo positiva;Algo negativa;Algo negativa;Algo negativa;Algo negativa;Podría llegar a votarlo;Nunca lo votaría;Ramiro Marra de La Libertad Avanza;No sabe - Está indeciso;Juan Schiaretti y Florencio Randazzo del Peronismo Federal / Hacemos por Nuestro País;Algo probable;No sabe/ No contesta;0.84871
CATI;Comuna 08;Femenino;30-49;Nivel Secundario, ya sea completo o incompleto;Muy Negativa;Algo positiva;Algo positiva;Algo negativa;Algo positiva;Nunca lo votaría;Nunca lo votaría;Leandro Santoro del Frente de Todos/ Unión por la Patria;Si, haría eso para evitar que Jorge Macri sea electo;Otro;Algo probable;Leandro Santoro del Frente de Todos;0.76768
CATI;Comuna 08;Femenino;30-49;Nivel Secundario, ya sea completo o incompleto;Muy Negativa;Muy Negativa;Algo positiva;Algo negativa;Muy Positiva;Nunca lo votaría;Nunca lo votaría;Leandro Santoro del Frente de Todos/ Unión por la Patria;Si, haría eso para evitar que Jorge Macri sea electo;Sergio Massa y Agustín Rossi del Frente de Todos/Unión por la Patria;Algo probable;Leandro Santoro del Frente de Todos;0.76768
CATI;Comuna 08;Femenino;30-49;Nivel Universitario o Terciario, ya sea completo o incompleto;Muy Negativa;Muy Negativa;Muy Negativa;Muy Negativa;Algo positiva;Nunca lo votaría;Nunca lo votaría;Leandro Santoro del Frente de Todos/ Unión por la Patria;No, no haría eso;Otro;Algo probable;Myriam Bregman del Frente de Izquierda Unidad;0.60329
CATI;Comuna 09;Masculino;18-29;Nivel Universitario o Terciario, ya sea completo o incompleto;Muy Negativa;Muy Negativa;Muy Negativa;Muy Negativa;Muy Negativa;Nunca lo votaría;Podría llegar a votarlo;No sabe/No contesta;No, no haría eso;No sabe / No contesta;Algo probable;En blanco;0.7438
CATI;Comuna 10;Femenino;Más de 50;Nivel Universitario o Terciario, ya sea completo o incompleto;Algo positiva;Algo positiva;Algo positiva;No conoce o no tiene opinión formada;Algo negativa;Seguro lo votaría;Podría llegar a votarlo;Martín Lousteau de Juntos;;Horacio Rodríguez Larreta y Gerardo Morales de Juntos por el Cambio;Algo probable;María Eugenia Vidal de Juntos por el Cambio;0.70222
CATI;Comuna 10;Femenino;18-29;Nivel Universitario o Terciario, ya sea completo o incompleto;Algo positiva;Algo positiva;Muy Negativa;Algo positiva;Muy Negativa;Nunca lo votaría;Nunca lo votaría;Ramiro Marra de La Libertad Avanza;No, no haría eso;Javier Milei y Victoria Villarruel de La Libertad Avanza;Algo probable;Javier Milei de Libertad Avanza;0.84697
CATI;Comuna 10;Femenino;18-29;Nivel Secundario, ya sea completo o incompleto;Muy Positiva;Algo negativa;Algo negativa;Algo positiva;Muy Negativa;Nunca lo votaría;Seguro lo votaría;Jorge Macri de Juntos;;Patricia Bullrich y Luis Petri de Juntos por el Cambio;Algo probable;María Eugenia Vidal de Juntos por el Cambio;1.07776
CATI;Comuna 10;Masculino;30-49;Nivel Secundario, ya sea completo o incompleto;Algo negativa;Muy Negativa;Muy Negativa;Algo negativa;Muy Negativa;No sabe - No tiene opinión formada;Nunca lo votaría;Jorge Adaro del Frente de Izquierda;Si, haría eso para evitar que Jorge Macri sea electo;Gabriel Solano y Vilma Ripoll del Frente de Izquierda Unidad;Algo probable;Myriam Bregman del Frente de Izquierda Unidad;0.99304
CATI;Comuna 10;Femenino;30-49;Nivel Secundario, ya sea completo o incompleto;Muy Negativa;Muy Negativa;Muy Negativa;Muy Negativa;Algo positiva;Nunca lo votaría;Nunca lo votaría;Leandro Santoro del Frente de Todos/ Unión por la Patria;No, no haría eso;Sergio Massa y Agustín Rossi del Frente de Todos/Unión por la Patria;Algo probable;Leandro Santoro del Frente de Todos;0.94041
CATI;Comuna 10;Masculino;18-29;Nivel Secundario, ya sea completo o incompleto;Muy Negativa;Algo negativa;Algo negativa;Muy Negativa;Algo positiva;Nunca lo votaría;Nunca lo votaría;Leandro Santoro del Frente de Todos/ Unión por la Patria;No, no haría eso;Juan Grabois y Paula Abal Medina del Frente de Todos/Unión por la Patria;Algo probable;Leandro Santoro del Frente de Todos;1.13807
CATI;Comuna 11;Masculino;Más de 50;Nivel Universitario o Terciario, ya sea completo o incompleto;Muy Positiva;Algo positiva;Muy Positiva;Algo positiva;Muy Negativa;Seguro lo votaría;Seguro lo votaría;Jorge Macri de Juntos;;Patricia Bullrich y Luis Petri de Juntos por el Cambio;Algo probable;María Eugenia Vidal de Juntos por el Cambio;0.77542
CATI;Comuna 11;Femenino;30-49;Nivel Universitario o Terciario, ya sea completo o incompleto;Muy Positiva;Algo positiva;Algo positiva;Algo positiva;Algo negativa;Seguro lo votaría;Podría llegar a votarlo;Martín Lousteau de Juntos;;Horacio Rodríguez Larreta y Gerardo Morales de Juntos por el Cambio;Algo probable;María Eugenia Vidal de Juntos por el Cambio;0.83464
CATI;Comuna 11;Masculino;30-49;Nivel Universitario o Terciario, ya sea completo o incompleto;Algo positiva;Algo negativa;Muy Negativa;Algo positiva;Algo negativa;Nunca lo votaría;Nunca lo votaría;Otro;No, no haría eso;Otro;Algo probable;Luis Zamora de Autodeterminación y Libertad;0.84808
CATI;Comuna 11;Femenino;30-49;Nivel Universitario o Terciario, ya sea completo o incompleto;Algo negativa;Algo negativa;Algo positiva;Algo negativa;Muy Negativa;Podría llegar a votarlo;Nunca lo votaría;Ramiro Marra de La Libertad Avanza;Si, haría eso para evitar que Jorge Macri sea electo;Javier Milei y Victoria Villarruel de La Libertad Avanza;Algo probable;Javier Milei de Libertad Avanza;0.80314
CATI;Comuna 11;Masculino;Más de 50;Nivel Universitario o Terciario, ya sea completo o incompleto;Algo positiva;Algo positiva;No conoce o no tiene opinión formada;Muy Negativa;Muy Negativa;No sabe - No tiene opinión formada;Nunca lo votaría;En blanco/No votaría;No, no haría eso;No sabe / No contesta;Algo probable;María Eugenia Vidal de Juntos por el Cambio;0.63182
CATI;Comuna 11;Masculino;30-49;Nivel Secundario, ya sea completo o incompleto;Muy Negativa;Muy Negativa;Algo negativa;Algo negativa;Algo positiva;Nunca lo votaría;Nunca lo votaría;Leandro Santoro del Frente de Todos/ Unión por la Patria;No, no haría eso;Sergio Massa y Agustín Rossi del Frente de Todos/Unión por la Patria;Algo probable;Leandro Santoro del Frente de Todos;1.07918
CATI;Comuna 12;Masculino;Más de 50;Nivel Universitario o Terciario, ya sea completo o incompleto;Muy Positiva;Algo negativa;Algo positiva;Algo negativa;Muy Negativa;Podría llegar a votarlo;No sabe - No tiene opinión formada;En blanco/No votaría;Si, haría eso para evitar que Jorge Macri sea electo;Patricia Bullrich y Luis Petri de Juntos por el Cambio;Algo probable;En blanco;0.63757
CATI;Comuna 12;Femenino;30-49;Nivel Universitario o Terciario, ya sea completo o incompleto;Algo negativa;Algo negativa;Algo negativa;Algo negativa;Algo positiva;Nunca lo votaría;Nunca lo votaría;Leandro Santoro del Frente de Todos/ Unión por la Patria;No, no haría eso;Sergio Massa y Agustín Rossi del Frente de Todos/Unión por la Patria;Algo probable;Leandro Santoro del Frente de Todos;0.81046
CATI;Comuna 12;Femenino;30-49;Nivel Secundario, ya sea completo o incompleto;Muy Negativa;Algo negativa;Algo negativa;Algo negativa;Muy Positiva;Nunca lo votaría;Nunca lo votaría;Leandro Santoro del Frente de Todos/ Unión por la Patria;Si, haría eso para evitar que Jorge Macri sea electo;Sergio Massa y Agustín Rossi del Frente de Todos/Unión por la Patria;Algo probable;Leandro Santoro del Frente de Todos;1.0313
CATI;Comuna 12;Masculino;30-49;Nivel Secundario, ya sea completo o incompleto;Algo positiva;Muy Positiva;Algo positiva;Algo positiva;Muy Negativa;Seguro lo votaría;Seguro lo votaría;Jorge Macri de Juntos;;Horacio Rodríguez Larreta y Gerardo Morales de Juntos por el Cambio;Algo probable;María Eugenia Vidal de Juntos por el Cambio;1.08901
CATI;Comuna 12;Femenino;18-29;Nivel Secundario, ya sea completo o incompleto;Algo negativa;Algo positiva;Algo negativa;Algo positiva;Algo negativa;Nunca lo votaría;Podría llegar a votarlo;Jorge Macri de Juntos;;Horacio Rodríguez Larreta y Gerardo Morales de Juntos por el Cambio;Algo probable;María Eugenia Vidal de Juntos por el Cambio;1.18192
CATI;Comuna 13;Femenino;30-49;Nivel Secundario, ya sea completo o incompleto;Muy Positiva;Muy Positiva;Algo negativa;Algo positiva;Algo negativa;Podría llegar a votarlo;Seguro lo votaría;Jorge Macri de Juntos;;Patricia Bullrich y Luis Petri de Juntos por el Cambio;Algo probable;María Eugenia Vidal de Juntos por el Cambio;1.15994
CATI;Comuna 13;Femenino;Más de 50;Nivel Universitario o Terciario, ya sea completo o incompleto;Algo negativa;Algo positiva;Algo negativa;Algo positiva;Algo negativa;Podría llegar a votarlo;Seguro lo votaría;Jorge Macri de Juntos;;Horacio Rodríguez Larreta y Gerardo Morales de Juntos por el Cambio;Algo probable;No sabe/ No contesta;0.83345
CATI;Comuna 13;Masculino;Más de 50;Nivel Secundario, ya sea completo o incompleto;Algo positiva;Algo positiva;No conoce o no tiene opinión formada;Muy Positiva;Muy Negativa;Seguro lo votaría;Seguro lo votaría;Jorge Macri de Juntos;;Patricia Bullrich y Luis Petri de Juntos por el Cambio;Algo probable;María Eugenia Vidal de Juntos por el Cambio;1.11991
CATI;Comuna 13;Femenino;Más de 50;Nivel Universitario o Terciario, ya sea completo o incompleto;Muy Negativa;Muy Negativa;Algo negativa;Muy Negativa;Muy Positiva;Nunca lo votaría;Nunca lo votaría;Leandro Santoro del Frente de Todos/ Unión por la Patria;No, no haría eso;Sergio Massa y Agustín Rossi del Frente de Todos/Unión por la Patria;Algo probable;Leandro Santoro del Frente de Todos;0.83345
CATI;Comuna 13;Masculino;30-49;Nivel Secundario, ya sea completo o incompleto;Algo positiva;Muy Positiva;Algo negativa;Muy Positiva;Algo negativa;Podría llegar a votarlo;Seguro lo votaría;Jorge Macri de Juntos;;Horacio Rodríguez Larreta y Gerardo Morales de Juntos por el Cambio;Algo probable;María Eugenia Vidal de Juntos por el Cambio;1.22485
CATI;Comuna 13;Masculino;Más de 50;Nivel Universitario o Terciario, ya sea completo o incompleto;Muy Positiva;Algo positiva;Algo positiva;Muy Positiva;Muy Negativa;Podría llegar a votarlo;Seguro lo votaría;Jorge Macri de Juntos;;Patricia Bullrich y Luis Petri de Juntos por el Cambio;Algo probable;María Eugenia Vidal de Juntos por el Cambio;0.88009
CATI;Comuna 13;Masculino;30-49;Nivel Universitario o Terciario, ya sea completo o incompleto;Muy Negativa;Algo negativa;Algo positiva;No conoce o no tiene opinión formada;Muy Negativa;Nunca lo votaría;Nunca lo votaría;Vanina Biasi del Frente de Izquierda;No, no haría eso;Gabriel Solano y Vilma Ripoll del Frente de Izquierda Unidad;Algo probable;Myriam Bregman del Frente de Izquierda Unidad;0.96256
CATI;Comuna 14;Masculino;Más de 50;Nivel Universitario o Terciario, ya sea completo o incompleto;Muy Positiva;Algo positiva;Algo positiva;Algo positiva;Muy Negativa;Podría llegar a votarlo;Podría llegar a votarlo;Jorge Macri de Juntos;;Patricia Bullrich y Luis Petri de Juntos por el Cambio;Algo probable;María Eugenia Vidal de Juntos por el Cambio;0.87255
CATI;Comuna 14;Femenino;Más de 50;Nivel Secundario, ya sea completo o incompleto;Muy Positiva;Algo positiva;Algo negativa;Muy Positiva;Muy Negativa;Podría llegar a votarlo;Seguro lo votaría;Jorge Macri de Juntos;;Patricia Bullrich y Luis Petri de Juntos por el Cambio;Algo probable;María Eugenia Vidal de Juntos por el Cambio;1.05147
CATI;Comuna 14;Femenino;30-49;Nivel Universitario o Terciario, ya sea completo o incompleto;Muy Negativa;Algo negativa;Algo negativa;Muy Negativa;Algo positiva;Nunca lo votaría;Nunca lo votaría;Leandro Santoro del Frente de Todos/ Unión por la Patria;No, no haría eso;Sergio Massa y Agustín Rossi del Frente de Todos/Unión por la Patria;Algo probable;Leandro Santoro del Frente de Todos;0.90374
CATI;Comuna 14;Femenino;Más de 50;Nivel Universitario o Terciario, ya sea completo o incompleto;Muy Negativa;Algo negativa;Algo negativa;Algo negativa;Algo positiva;Nunca lo votaría;Nunca lo votaría;Leandro Santoro del Frente de Todos/ Unión por la Patria;No, no haría eso;Juan Grabois y Paula Abal Medina del Frente de Todos/Unión por la Patria;Algo probable;Leandro Santoro del Frente de Todos;0.82631
CATI;Comuna 14;Masculino;Más de 50;Nivel Universitario o Terciario, ya sea completo o incompleto;Algo positiva;Algo positiva;Algo positiva;Algo positiva;Algo negativa;Seguro lo votaría;Seguro lo votaría;Martín Lousteau de Juntos;;Horacio Rodríguez Larreta y Gerardo Morales de Juntos por el Cambio;Algo probable;María Eugenia Vidal de Juntos por el Cambio;0.90677
CATI;Comuna 14;Femenino;Más de 50;Nivel Secundario, ya sea completo o incompleto;Muy Positiva;Muy Positiva;Muy Negativa;Muy Positiva;Muy Negativa;Nunca lo votaría;Seguro lo votaría;Jorge Macri de Juntos;;No sabe / No contesta;Algo probable;María Eugenia Vidal de Juntos por el Cambio;1.05147
CATI;Comuna 15;Masculino;30-49;Nivel Universitario o Terciario, ya sea completo o incompleto;Algo positiva;Muy Negativa;Algo positiva;Muy Negativa;Muy Negativa;Podría llegar a votarlo;Nunca lo votaría;Martín Lousteau de Juntos;;Patricia Bullrich y Luis Petri de Juntos por el Cambio;Algo probable;María Eugenia Vidal de Juntos por el Cambio;0.84001
CATI;Comuna 15;Masculino;Más de 50;Nivel Universitario o Terciario, ya sea completo o incompleto;Algo negativa;Algo negativa;Muy Negativa;Algo negativa;Algo negativa;Nunca lo votaría;Nunca lo votaría;Ramiro Marra de La Libertad Avanza;No, no haría eso;Javier Milei y Victoria Villarruel de La Libertad Avanza;Algo probable;Javier Milei de Libertad Avanza;0.73906
CATI;Comuna 15;Masculino;18-29;Nivel Universitario o Terciario, ya sea completo o incompleto;Algo negativa;Algo negativa;Algo negativa;Muy Negativa;Algo positiva;Nunca lo votaría;Nunca lo votaría;Leandro Santoro del Frente de Todos/ Unión por la Patria;Si, haría eso para evitar que Jorge Macri sea electo;Sergio Massa y Agustín Rossi del Frente de Todos/Unión por la Patria;Algo probable;Leandro Santoro del Frente de Todos;0.92636
CATI;Comuna 15;Femenino;18-29;Nivel Secundario, ya sea completo o incompleto;Muy Negativa;Algo negativa;Algo positiva;Muy Negativa;Muy Negativa;Podría llegar a votarlo;Nunca lo votaría;Martín Lousteau de Juntos;;Horacio Rodríguez Larreta y Gerardo Morales de Juntos por el Cambio;Algo probable;En blanco;1.16011
Presencial;Comuna 11;Femenino;Más de 50;Nivel Primario, ya sea completo o incompleto;Muy Negativa;Muy Negativa;Muy Negativa;Muy Negativa;Algo positiva;Nunca lo votaría;Nunca lo votaría;Leandro Santoro del Frente de Todos/ Unión por la Patria;No, no haría eso;Sergio Massa y Agustín Rossi del Frente de Todos/Unión por la Patria;Algo probable;Leandro Santoro del Frente de Todos;1.82431
Presencial;Comuna 11;Masculino;Más de 50;Nivel Primario, ya sea completo o incompleto;Muy Positiva;Algo positiva;Algo positiva;Algo negativa;Algo negativa;Podría llegar a votarlo;Nunca lo votaría;Martín Lousteau de Juntos;;Patricia Bullrich y Luis Petri de Juntos por el Cambio;Algo probable;María Eugenia Vidal de Juntos por el Cambio;2.00193
Presencial;Comuna 11;Femenino;30-49;Nivel Secundario, ya sea completo o incompleto;Muy Negativa;Muy Negativa;No conoce o no tiene opinión formada;No conoce o no tiene opinión formada;Muy Negativa;No sabe - No tiene opinión formada;No sabe - No tiene opinión formada;No sabe/No contesta;No, no haría eso;Juan Grabois y Paula Abal Medina del Frente de Todos/Unión por la Patria;Algo probable;No sabe/ No contesta;0.94215
Presencial;Comuna 11;Femenino;Más de 50;Nivel Primario, ya sea completo o incompleto;Algo positiva;Muy Negativa;No conoce o no tiene opinión formada;No conoce o no tiene opinión formada;Algo positiva;Nunca lo votaría;Nunca lo votaría;No sabe/No contesta;No sabe - Está indeciso;Sergio Massa y Agustín Rossi del Frente de Todos/Unión por la Patria;Algo probable;Myriam Bregman del Frente de Izquierda Unidad;1.68179
Presencial;Comuna 12;Femenino;Más de 50;Nivel Secundario, ya sea completo o incompleto;Algo negativa;Algo negativa;Algo negativa;Muy Negativa;Muy Positiva;Nunca lo votaría;Nunca lo votaría;Leandro Santoro del Frente de Todos/ Unión por la Patria;No, no haría eso;Sergio Massa y Agustín Rossi del Frente de Todos/Unión por la Patria;Algo probable;No sabe/ No contesta;0.94294
Presencial;Comuna 07;Femenino;30-49;Nivel Universitario o Terciario, ya sea completo o incompleto;Muy Negativa;Muy Negativa;Muy Negativa;Muy Negativa;Algo negativa;Nunca lo votaría;Nunca lo votaría;No sabe/No contesta;No, no haría eso;Juan Grabois y Paula Abal Medina del Frente de Todos/Unión por la Patria;Algo probable;No sabe/ No contesta;0.74095
